identifier,final_title,part_number,date,publisher,pubplace,County1,City1,CitySection1,County2,City2,CitySection2,County3,City3,CitySection3,County4,City4,CitySection4,County5,City5,CitySection5,County6,City6,CitySection6,County7,City7,CitySection7,County8,City8,CitySection8,County9,City9,CitySection9,County10,City10,CitySection10,County11,City11,CitySection11,County12,City12,CitySection12,County13,City13,CitySection13,County14,City14,CitySection14,County15,City15,CitySection15,County16,City16,CitySection16,County17,City17,CitySection17,County18,City18,CitySection18,County19,City19,CitySection19,County20,City20,CitySection20,streets,features
01v01p10,Central Northside,Plate 10,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Central North Side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey st, Winters st, Sherman (Webster st) ave, Pryer al, Rampage al, (Shields) Saturn al, Lane al, Monterey extension, Arlington (Ackley st) ave, East Jefferson st, Slope al, Columbia way, Creighton (Lindsay) al, Fisk (Franklin al) st, Resaca pl, (Strichlers) Wood st (al), Mifflin (Morgan) al, Campbell st, W Pearl st, North (Shannapin st) ave West, Ellsworth (Benton) al, Dawson (Davis) st, Private al, Race st, Federal st, Garfield st, Lecky al, Perrysville ave, Friendship al, Buena Vista st, Columbia pl, Drovers al, Irwin ave, Graham al, Barnet al, Taylor ave, Sampson st, Jackson st, Blair al, Alpine ave, Palo Alto st, Pump al, Ehlers al, McKain al, Veto st, Carroll st, Day al, Spring al, Roberts st, W Jefferson st, Arch st, O'Hern st ","Pittsburgh, Ft. Wayne & Chicago Railroad, Steps,"
01v01p11,Allegheny Center,Plate 11,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Allegheny Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman ave, Morton st, Arch st, Burgess al, Marbury (Marshall) st, Federal st, Montgomery ave West, N Diamond st, Marion ave, Knox al, W Diamond st, Erie st, S Diamond st, Bank st, North ave, Ohio st, Mulvey al, Ridge ave, Park way, Sample al, Irwin ave ","Park, Pittsburgh, Fort Wayne & Chicago Railway, North Park, Diamond Park, Fountain,"
01v01p12,"Allegheny Center, North Shore",Plate 12,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Excelsior al, School st, Berm al, Charles ct, Coleman st, W Diamond st, Stockton st, Corry st, Hope al, Craig st, Darrah st, Bird al, Marburg (Marshall) st, Federal st, Balkam st, Rebecca st, Cliff st, Park way, Arch st, Lacock st, Ann st, South ave, Sherman ave, Kilbuck st, Irwin ave, Stevens al, Bank st, Marion ave, Robinson st, Martin st ","Harbor Line, Park, Bridge, Pittsburgh & Western Railway, Park, Pittsburgh, Fort Wayne & Chicago Railway, Allegheny River"
01v01p13,"Allegheny Center, North Shore",Plate 13,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Allegheny Center,Allegheny County (Pa.),Pittsburgh,North Shore,Allegheny,Pittsburgh,East Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goodrich st, Grantham st, Cedar ave, Burke al, Morgan st, Union ave, Factory al, Hope st, Anderson st, Hickory al, Voeghtly st, Madison ave, Sandusky ave, Post (Perry) al, Arbuckle al, Bell al, Rampart (Race) al, Park way, Nelson (North) st, Lacock st, Birn al, Scott (Gray) (al) st, Fountain st, Church ave, Liberty st, Washington st, Penn st, Stoddart al, Carlisle al, Robinson st East, Vine al, E Diamond st, Federal st, Isabella st, Cairo (Centre) al, Rose al, River ave, Short al ","Sewer, Western Pennsylvania Railroad, Pittsburgh, Fort Wayne and Chicago Railway, Lower Harbor Line, East Park, Pittsburgh & Western Railway, 9th st Bridge, Bridge, Harbor Line, 7th st Bridge, Allegheny River"
01v01p20,"North Shore, East  Allegheny, Troy Hill",Plate 20,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,East Allegheny,Allegheny,Pittsburgh,North Shore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry st, Virgin al, Liberty st, N Canal st, S Canal st, Carpenter al, Main st, Saw Mill al, River ave, Ohio st, Walnut st, Chestnut st, Back al, Beech al, Vine al, Converge al, Browns al, Garnet (Garden) al, Lawn al, Upland (Union) al, Madison ave, Sycamore st ","Northern Liberties Bridge, Pittsburgh & Western Railroad, Harbor Line, Western Pennsylvania Railroad, Allegheny River"
01v01p21,"Spring Garden, Troy Hill",Plate 21,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,Spring Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton st, Water al, River ave, Saw Mill al, Main st, Carpenter al, Ohio st, Pine st, Lowry st, Lumberman al, Troy Hill rd, Buchanan st, Angle st, Tell st, Villa st, Hoff st, Downing st, Adrian st, Riverside al, Valentine st, Tripod (Fremont) st, Herman (Hill) al, Shiloh (Short) st, Upland (Union) al, Overhill st, Herman st, Gardner st, Kilkenbeck st, Tanner st, Basin st, McFadden st, Water al, Spring Garden st, Return st ","Pittsburgh & Western Railroad, Western Pennsylvania Railroad, City Reservoir, Fountain, Harbor Line, Steps, Steps, Allegheny River"
01v01p23,"Herr's Island, Troy Hill",Plate 23,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Herr's Island,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,Herr's Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowry st, Branch st, Forest st, Tinsbury st, Hamilton st, Troy al, Ohio st, River ave, Overhill st, Clark st, Riverside al, Hazel st ","Bridge, Pittsburgh & Western Rail Way, Harbor Line, Harbor Line, Herr's Island, Western Pennsylvania Railroad, Troy Hill Incline Plane, Allegheny River"
01v01p24,"Herr's Island, Troy Hill",Plate 24,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Herr's Island,Allegheny County (Pa.),Pittsburgh,Troy Hill,Allegheny County (Pa.),Pittsburgh,Herr's Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fleck st, Lookout st, Croft st, Verona (Vine) st, Lowry's ln, Eggers st, Lautner st, Hechelman st, Ohio st, Lofink st, Niggel st, Forest st, Wickline's ln, Sassafras ln, Ravine st, Elbow st, Branch st, Roessler st, Lowry st, Gang ave, Straubs ln, Ley st, Cowley st ","City Line, Western Pennsylvania Railroad, Bridge, Pittsburgh & Western Rail Way, Steps, Steps, Steps, Troy Hill Incline Plane, German United Evangelical Protestant Church Cemetery, Pittsburgh Junction Railroad Bridge, ""Washington Park"", City Line, Allegheny River"
01v01p25,Herr's Island,Plate 25,1901,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny ,Herr's Island,Allegheny County (Pa.),Pittsburgh,Herr's Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jaleppa (James) st, Hugh (Franklin) st, Bridge st, Herr st, River ave, Sand st ","Harbor Line, Herr's Island, Pittsburgh & Western Rail Way, Harbor Line, Harbor Line, Harbor Line, Harbor Line, Harbor Line, Pittsburgh & Western Rail Way, City Line, 30th st Bridge, Junction Railroad Switch, Junction Railroad Switch, 30th st Bridge, Herr's Is"
02v02ind,"9th-11th, 14th & 15th Wards",Index Map,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
02v02p01,Marshall-Shadeland,Plate 1,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,Allegheny County (Pa.),Pittsburgh,Marshall-Shadeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashton st, McCook st, Mohawk st, Iowa al, Ross al, Randolph st (Superior) (vacated), West Market st, Cowan (Ann) st, Reserve, Colorado st, California ave, Halsey pl, Oregon al, Home st, Ferry ln, Thompson st, Superior ave, Woodhouse st, Bartlett st, Preble ave, Island (Strawberry ln) ave, Marshall ave, Arizona al, Gifford st, Said st, Woodland ave ","Pittsburgh, Fort Wayne and Chicago Railway, Ohio Connecting Railroad, Bridge, Harbor Line, Viaduct, Pittsburgh & Western Railway, Cleveland and Pittsburgh Railroad, Viaduct, Ohio River"
02v02p07,Marshall-Shadeland,Plate 7,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,Allegheny County (Pa.),Pittsburgh,Marshall-Shadeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario (Ohio ave) st, Sterling (Superior) st, Paola (Pine) al, Eckert (Shady ave) st, Beaver st, Caldwell st, Woodland ave, Knapp st, Forsythe st, Meirsch st, Carter al, Hanover st, Humboldt st, Boston st, McClure ave, California ave, Ferry ln, Wilkins st, Leckey ave, Eckert st, Bakewell st, Reserve st, Refuge st, Matilda st, Petrel st, Preble ave, Kerr st ","Pittsburgh, Ft Wayne & Chicago Railway, Ohio Connecting Railroad, Bridge, Reserve Line, Harbor Line, Pittsburgh & Western Railway, Ohio River"
02v02p12,"Marshall-Shadeland, Brighton Heights",Plate 12,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,Allegheny County (Pa.),Pittsburgh,Marshall-Shadeland,Allegheny County (Pa.),Pittsburgh,Brighton Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Preble (Willow st) ave, Edison st, Rankin st, Eckert st, California ave, Fleming ave, Preble (Cass) ave, Massachusetts ave, Wilkins st, Michigan ave, Benton (Walnut) st, Sands al, Porter (Pine) st, Hill st, Cherry st, Forge al, Spruce st, McClure ave, Bailey st, Antrim st, Richardson ave ","Harbor Line, Pittsburgh & Western Rail Way, Ohio Connecting Railroad, Bridge, Sewer, Ohio River"
02v02p23,Brighton Heights,Plate 23,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,Allegheny County (Pa.),Pittsburgh,Brighton Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenova al, Oswego ave, Pontiac al, Winona al, Syracuse ave, Bertha al, Winthrop st, Ulp st, Oak Grove ave, Bonaventure al, Wheeler ave, LaCross (Locust st) or Termon (not open) st, Jacks Run rd, Hiawatha ave, Termon ave, Benton ave, California ave, McFarland st, Warsaw (Walker) ave, Chelsea st ","Ohio Connecting Track, Harbor Line, Sewer, Foot Bridge, High Bridge, Pittsburgh, Ft Wayne & Chicago Rail Way, City Line, Ohio River"
02v02p31,"Marshall-Shadeland, Cahteau, Esplen, Brunot Island",Plate 31,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,Allegheny County (Pa.),Pittsburgh,Marshall-Shadeland,Allegheny County (Pa.),Pittsburgh,Chateau,Allegheny,Pittsburgh,Esplen,Allegheny County (Pa.),Brunot Island,,Allegheny County (Pa.),McKees Rocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bell ave, 5th st, 4th st, 3rd st, 2nd st, 6th st, Glen Mawr ave, 11th st, Division st, Andrew st, Shingis, Creek st, 7th st, 8th st, 10th st, River ave, Sloan st, Wiley st, Esplen st, Phillips st, Nimick ave, Revere st, Orbit st, Olivia st, 9th st, Wilkins st, Island st, Grant st, Spruce st, Benton st, Porter st, Edison st, Hanover st, Petrel st, Matilda st, Kerr st, Preble ave, Stirling st, Preble (Cass) ave, Ontario st, Stanton ave, McKee st, Chartiers ave, River ave, Washington ave, Adams st, Vermont st, Delaware st, Bayard st ","Pittsburgh & Western Railway, Ohio Connecting Railroad, Pittsburgh & Lake Erie Railroad, Harbor Line, Pittsburgh, Cincinnati, Chicago & St. Louis Railroad, Harbor Line, Grand Stand, Harbor Line, Chartiers Creek, Brunot Island, One Mile Track of the Matinee Club of Pittsburgh& Alley, Cribbing, Cribb"
02v02sti,"9th-11th, 14th & 15th Wards",Street Index,1902,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Allegheny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,
03vevp08,"Rankin, Swissvale",Plate 8,1903,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Swissvale,,Allegheny County (Pa.),Rankin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irvine ave, Washington ave, Denniston ave, Schroyer ave, Florence ave, Collingwood st, Schley ave, Wayne st, Hanover st, Lafayette st, Madison ave, Prospect st, Fairmont ave, Arthur st, Monroe st, Spring (Pennock) st, Railroad al, Page (Miller) st, Harriet st, Ohio st, Hawkins ave, Pittsburgh & Braddock turnpike, Hawthorn ave, Adams st, Maxwelton ave, Helen st, Adams al, Alice ave, 3rd (Mackintosh ave) st, Chartiers st, Oak al, Carrie st, Ohio st, Autumn al, Raymond st, Westmoreland ave, Calumet st, Ormond st, Ellsmere st, Millrose st, Hawkins ave, Roslyn st, Swissvale ave, Waverly ave, Oak Grove ave, Navada ave, Commercial st, McClure ave, Monongahela ave, Brown ave, Aurelius ave, Locust ave, Monarch al, Harrison ave, Orchard al, Michigan ave, Orchid ave, Noble st, Woodstock ave, Braddock ave, Echlair ave, Manor ave, Milligan ave, Buena Vista ave, Marion st, Scott ave, Bridge ave, Dickson st, Ardmore st, Winter al, New Township rd, Northshore al, Monument al, Summer al, Duquesne ave, Short st, Rankin st, Woodland ave, Agnes rd, Park ave, Brown al, Furnace st, Gilman al, Gas al, Gas st, West st, Whipple st, Walnut al, Iron al, Lucille st, Briel al ","Public Park, Monongahela"
03vevp20,"North Versailles, Turtle Creek, East Pittsburgh, Wilkins",Plate 20,1903,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),North Versailles (Township),,Allegheny County (Pa.),Turtle Creek,,Allegheny County (Pa.),East Pittsburgh,,Allegheny,Wilkins (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar st, Arthur st, Barbour st, Tongalucas ave, Shaw st, Shaw ave, Seneca ave, Grandview ave, Short st, Quarry st, Allequippa st, Sycamore rd, Monroeville rd, Miller st, Alph st, Oak st, Oxford ave, 6th st, 7th st, Church st, Shaw ave, 8th st, Locust st, Reinier ave, Maple ave, 9th st, 10th st, 11th st, Penn (Greensburg & Pittsburgh turnpike) ave, Alpine st, Patterson ave, Mortimer ave, Osborne st, Walnut st, Farmer st, Lookout ave, Greensburg ave, Braddock ave, Air Break ave, Penn (Greensburg & Pittsburgh turnpike) ave, First st, Hunter st, Greensburg turnpike, McClellan ave, Larimer ave, McMasters ave, Negley ave, Highland ave, Clugston ave, Mortimer ave, Brown ave, Wilber ave, Kline ave, Wilber ave, Clugston ave, Highland ave, Negley ave, Township rd, Montgomery al, Ampere st, Olm st, Tintsman ave, John st, Merkle ave, Volta st, Faraday st, Peach al, Apple al, East st, Beech al, Penn ave, Brown ave, Hill st, Mohawk st, Watt st, Branch st, Church al, Dixon al, Grant st, Neal st, Township rd",
04v01ind,"13th, 14th, 22nd & 23rd Wards",Index Map,1904,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,"Allegheny, Monongahela"
04v02ind,"Pittsburgh East End, 18th-21st & 37th Wards",Index Map,1904,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Allegheny
05vsvp03,"Lower Saint Clair, Baldwin, Arlington",Plate 3,1905,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Lower Saint Clair (Township),,Allegheny County (Pa.),Baldwin (Borough),,Allegheny County (Pa.),Pittsburgh,Saint Clair (Township),Allegheny,Pittsburgh,Arlington,Allegheny County (Pa.),Pittsburgh,Arlington Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stewart st, Margaret st, Clover st, Louisa ave, Henger ave, St Clair ave, Penn ave, Green st, Eisel st, Miller's al, Flack st, Will al, Phillips st, Rinne st, Goldpack st, Meadow st, Patterson st, Mellon st, Grape al, August al, Orchard al, Fulton ave, Center al, Vine al, Ralph st, Banks st, Pittsburgh & Elizabeth turnpike, Arlington ave, Charles st, Homer ave, Syrian way, Helen way, Franklin ave, Kurtz st, Alador st, Earle st, Edward st, Fort st, Aquilla st, Elm al, Howard ave, Spring st, Jane st, Maud st ",Monongahela
05vsvp10,"Scott, Baldwin, Overbrook, Whitehall, Brookline",Plate 10,1905,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Scott (Township),,Allegheny County (Pa.),Baldwin (Township),,Allegheny County (Pa.),Pittsburgh,Overbrook,Allegheny,Whitehall,,Allegheny County (Pa.),Pittsburgh,Brookline,Allegheny County (Pa.),West Liberty (Township),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Commerce st, Sylvan ave, Miller st, Robertson ave, Connor st, Park st, Railroad st, Pittsburgh & Library rd, Mill st, Fairview ave, Crescent st, First st, Home ave, Ridge ave, Prospect ave, Highland ave, Glen al, Oak st, Mingo al, Barr st, Allewell ave, Nebo al, Franklin st, Provost ave, Neff ave, Mina st, West al, Lincoln ave, Smith way, Knowlson ave, Grandview ave, Edith al, Aaron ave, Wilson st, Provost way, Minor al, Phillips ave, Jacob st, Twp rd, William st, Fairhaven ave, Frederick st, John st, Kohen st ",
05vsvp17,"Green Tree, Union, Chartiers, East Carnegie ",Plate 17,1905,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Green Tree,,Allegheny County (Pa.),Union (Township),,Allegheny County (Pa.),Chartiers (Township),,Allegheny,Pittsburgh,East Carnegie,Allegheny County (Pa.),Pittsburgh,Banksville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noblestown ave, Hawthorne ave, Hanover pl, Brunswick pl, Rothesay ave, Western ave, Kenmore pl, Washington pk, Silk rd, Simmons rd, Pittsburgh & Washington turnpike ","Chartiers Cemetery, German Cemetery, "
